State/UT,District,ds,Category,y
Punjab,Gurdaspur,2020-07-01,SS,74.29
Punjab,Gurdaspur,2021-07-01,DL,60.0
Punjab,Gurdaspur,2021-07-01,ECT,96.67
Punjab,Gurdaspur,2021-07-01,GP,86.9
Punjab,Gurdaspur,2021-07-01,IF,86.27
Punjab,Gurdaspur,2021-07-01,Outcome,60.0
Punjab,Gurdaspur,2021-07-01,Overall,481.27
Punjab,Gurdaspur,2021-07-01,SS,91.43
Punjab,Hoshiarpur,2018-07-01,DL,40.0
Punjab,Hoshiarpur,2018-07-01,ECT,86.67
Punjab,Hoshiarpur,2018-07-01,GP,90.48
Punjab,Hoshiarpur,2018-07-01,IF,74.51
Punjab,Hoshiarpur,2018-07-01,Outcome,45.86
Punjab,Hoshiarpur,2018-07-01,Overall,437.52
Punjab,Hoshiarpur,2018-07-01,SS,100.0
Punjab,Hoshiarpur,2019-07-01,DL,46.0
Punjab,Hoshiarpur,2019-07-01,ECT,93.33
Punjab,Hoshiarpur,2019-07-01,GP,98.81
Punjab,Hoshiarpur,2019-07-01,IF,96.08
Punjab,Hoshiarpur,2019-07-01,Outcome,52.76
Punjab,Hoshiarpur,2019-07-01,Overall,486.98
Punjab,Hoshiarpur,2019-07-01,SS,100.0
Punjab,Hoshiarpur,2020-07-01,DL,80.0
Punjab,Hoshiarpur,2020-07-01,ECT,93.33
Punjab,Hoshiarpur,2020-07-01,GP,88.1
Punjab,Hoshiarpur,2020-07-01,IF,98.04
Punjab,Hoshiarpur,2020-07-01,Outcome,54.83
Punjab,Hoshiarpur,2020-07-01,Overall,488.59
Punjab,Hoshiarpur,2020-07-01,SS,74.29
Punjab,Hoshiarpur,2021-07-01,DL,60.0
Punjab,Hoshiarpur,2021-07-01,ECT,71.11
Punjab,Hoshiarpur,2021-07-01,GP,82.14
Punjab,Hoshiarpur,2021-07-01,IF,86.27
Punjab,Hoshiarpur,2021-07-01,Outcome,55.86
Punjab,Hoshiarpur,2021-07-01,Overall,409.67
Punjab,Hoshiarpur,2021-07-01,SS,54.29
Punjab,Jalandhar,2018-07-01,DL,42.0
Punjab,Jalandhar,2018-07-01,ECT,86.67
Punjab,Jalandhar,2018-07-01,GP,94.05
Punjab,Jalandhar,2018-07-01,IF,72.55
Punjab,Jalandhar,2018-07-01,Outcome,48.28
Punjab,Jalandhar,2018-07-01,Overall,443.55
Punjab,Jalandhar,2018-07-01,SS,100.0
Punjab,Jalandhar,2019-07-01,DL,48.0
Punjab,Jalandhar,2019-07-01,ECT,93.33
Punjab,Jalandhar,2019-07-01,GP,100.0
Punjab,Jalandhar,2019-07-01,IF,94.12
Punjab,Jalandhar,2019-07-01,Outcome,54.48
Punjab,Jalandhar,2019-07-01,Overall,489.93
Punjab,Jalandhar,2019-07-01,SS,100.0
Punjab,Jalandhar,2020-07-01,DL,76.0
Punjab,Jalandhar,2020-07-01,ECT,91.11
Punjab,Jalandhar,2020-07-01,GP,82.14
Punjab,Jalandhar,2020-07-01,IF,98.04
Punjab,Jalandhar,2020-07-01,Outcome,58.62
Punjab,Jalandhar,2020-07-01,Overall,488.77
Punjab,Jalandhar,2020-07-01,SS,82.86
Punjab,Jalandhar,2021-07-01,DL,60.0
Punjab,Jalandhar,2021-07-01,ECT,96.67
Punjab,Jalandhar,2021-07-01,GP,73.81
Punjab,Jalandhar,2021-07-01,IF,90.2
Punjab,Jalandhar,2021-07-01,Outcome,54.83
Punjab,Jalandhar,2021-07-01,Overall,444.08
Punjab,Jalandhar,2021-07-01,SS,68.57
Punjab,Kapurthala,2018-07-01,DL,40.0
Punjab,Kapurthala,2018-07-01,ECT,86.67
Punjab,Kapurthala,2018-07-01,GP,91.67
Punjab,Kapurthala,2018-07-01,IF,72.55
Punjab,Kapurthala,2018-07-01,Outcome,44.83
Punjab,Kapurthala,2018-07-01,Overall,435.72
Punjab,Kapurthala,2018-07-01,SS,100.0
Punjab,Kapurthala,2019-07-01,DL,46.0
Punjab,Kapurthala,2019-07-01,ECT,93.33
Punjab,Kapurthala,2019-07-01,GP,98.81
Punjab,Kapurthala,2019-07-01,IF,96.08
Punjab,Kapurthala,2019-07-01,Outcome,51.38
Punjab,Kapurthala,2019-07-01,Overall,485.6
Punjab,Kapurthala,2019-07-01,SS,100.0
Punjab,Kapurthala,2020-07-01,DL,80.0
Punjab,Kapurthala,2020-07-01,ECT,90.0
Punjab,Kapurthala,2020-07-01,GP,95.24
Punjab,Kapurthala,2020-07-01,IF,100.0
Punjab,Kapurthala,2020-07-01,Outcome,55.17
Punjab,Kapurthala,2020-07-01,Overall,506.12
Punjab,Kapurthala,2020-07-01,SS,85.71
Punjab,Kapurthala,2021-07-01,DL,68.0
Punjab,Kapurthala,2021-07-01,ECT,96.67
Punjab,Kapurthala,2021-07-01,GP,84.52
Punjab,Kapurthala,2021-07-01,IF,72.55
Punjab,Kapurthala,2021-07-01,Outcome,58.28
Punjab,Kapurthala,2021-07-01,Overall,457.16
Punjab,Kapurthala,2021-07-01,SS,77.14
Punjab,Ludhiana,2018-07-01,DL,48.0
Punjab,Ludhiana,2018-07-01,ECT,86.67
Punjab,Ludhiana,2018-07-01,GP,89.29
Punjab,Ludhiana,2018-07-01,IF,70.59
Punjab,Ludhiana,2018-07-01,Outcome,47.24
Punjab,Ludhiana,2018-07-01,Overall,441.79
Punjab,Ludhiana,2018-07-01,SS,100.0
Punjab,Ludhiana,2019-07-01,DL,54.0
Punjab,Ludhiana,2019-07-01,ECT,93.33
Punjab,Ludhiana,2019-07-01,GP,100.0
Punjab,Ludhiana,2019-07-01,IF,96.08
Punjab,Ludhiana,2019-07-01,Outcome,50.34
Punjab,Ludhiana,2019-07-01,Overall,493.75
Punjab,Ludhiana,2019-07-01,SS,100.0
Punjab,Ludhiana,2020-07-01,DL,78.0
Punjab,Ludhiana,2020-07-01,ECT,92.22
Punjab,Ludhiana,2020-07-01,GP,79.76
Punjab,Ludhiana,2020-07-01,IF,96.08
Punjab,Ludhiana,2020-07-01,Outcome,54.48
Punjab,Ludhiana,2020-07-01,Overall,474.83
Punjab,Ludhiana,2020-07-01,SS,74.29
Punjab,Ludhiana,2021-07-01,DL,62.0
Punjab,Ludhiana,2021-07-01,ECT,92.22
Punjab,Ludhiana,2021-07-01,GP,80.95
Punjab,Ludhiana,2021-07-01,IF,70.59
Punjab,Ludhiana,2021-07-01,Outcome,60.69
Punjab,Ludhiana,2021-07-01,Overall,420.74
Punjab,Ludhiana,2021-07-01,SS,54.29
Punjab,Mansa,2018-07-01,DL,44.0
Punjab,Mansa,2018-07-01,ECT,86.67
Punjab,Mansa,2018-07-01,GP,95.24
Punjab,Mansa,2018-07-01,IF,72.55
Punjab,Mansa,2018-07-01,Outcome,45.17
Punjab,Mansa,2018-07-01,Overall,443.63
Punjab,Mansa,2018-07-01,SS,100.0
Punjab,Mansa,2019-07-01,DL,52.0
Punjab,Mansa,2019-07-01,ECT,93.33
Punjab,Mansa,2019-07-01,GP,98.81
Punjab,Mansa,2019-07-01,IF,94.12
Punjab,Mansa,2019-07-01,Outcome,51.03
Punjab,Mansa,2019-07-01,Overall,486.43
Punjab,Mansa,2019-07-01,SS,97.14
Punjab,Mansa,2020-07-01,DL,80.0
Punjab,Mansa,2020-07-01,ECT,94.44
Punjab,Mansa,2020-07-01,GP,97.62
Punjab,Mansa,2020-07-01,IF,98.04
Punjab,Mansa,2020-07-01,Outcome,56.21
Punjab,Mansa,2020-07-01,Overall,514.88
Punjab,Mansa,2020-07-01,SS,88.57
Punjab,Mansa,2021-07-01,DL,64.0
Punjab,Mansa,2021-07-01,ECT,93.33
Punjab,Mansa,2021-07-01,GP,86.9
Punjab,Mansa,2021-07-01,IF,74.51
Punjab,Mansa,2021-07-01,Outcome,63.79
Punjab,Mansa,2021-07-01,Overall,448.24
Punjab,Mansa,2021-07-01,SS,65.71
Punjab,Moga,2018-07-01,DL,46.0
Punjab,Moga,2018-07-01,ECT,87.78
Punjab,Moga,2018-07-01,GP,90.48
Punjab,Moga,2018-07-01,IF,72.55
Punjab,Moga,2018-07-01,Outcome,43.79
Punjab,Moga,2018-07-01,Overall,440.6
Punjab,Moga,2018-07-01,SS,100.0
Punjab,Moga,2019-07-01,DL,52.0
Punjab,Moga,2019-07-01,ECT,93.33
Punjab,Moga,2019-07-01,GP,98.81
Punjab,Moga,2019-07-01,IF,94.12
Punjab,Moga,2019-07-01,Outcome,50.0
Punjab,Moga,2019-07-01,Overall,488.26
Punjab,Moga,2019-07-01,SS,100.0
Punjab,Moga,2020-07-01,DL,78.0
Punjab,Moga,2020-07-01,ECT,92.22
Punjab,Moga,2020-07-01,GP,85.71
Punjab,Moga,2020-07-01,IF,98.04
Punjab,Moga,2020-07-01,Outcome,55.17
Punjab,Moga,2020-07-01,Overall,483.43
Punjab,Moga,2020-07-01,SS,74.29
Punjab,Moga,2021-07-01,DL,62.0
Punjab,Moga,2021-07-01,ECT,93.33
Punjab,Moga,2021-07-01,GP,82.14
Punjab,Moga,2021-07-01,IF,86.27
Punjab,Moga,2021-07-01,Outcome,64.14
Punjab,Moga,2021-07-01,Overall,462.17
Punjab,Moga,2021-07-01,SS,74.29
Punjab,Mohali,2018-07-01,DL,44.0
Punjab,Mohali,2018-07-01,ECT,86.67
Punjab,Mohali,2018-07-01,GP,91.67
Punjab,Mohali,2018-07-01,IF,70.59
Punjab,Mohali,2018-07-01,Outcome,45.17
Punjab,Mohali,2018-07-01,Overall,438.1
Punjab,Mohali,2018-07-01,SS,100.0
Punjab,Mohali,2019-07-01,DL,52.0
Punjab,Mohali,2019-07-01,ECT,93.33
Punjab,Mohali,2019-07-01,GP,98.81
Punjab,Mohali,2019-07-01,IF,96.08
Punjab,Mohali,2019-07-01,Outcome,48.97
Punjab,Mohali,2019-07-01,Overall,489.19
Punjab,Mohali,2019-07-01,SS,100.0
Punjab,Mohali,2020-07-01,DL,78.0
Punjab,Mohali,2020-07-01,ECT,92.22
Punjab,Mohali,2020-07-01,GP,84.52
Punjab,Mohali,2020-07-01,IF,96.08
Punjab,Mohali,2020-07-01,Outcome,50.69
Punjab,Mohali,2020-07-01,Overall,472.94
Punjab,Mohali,2020-07-01,SS,71.43
Punjab,Mohali,2021-07-01,DL,64.0
Punjab,Mohali,2021-07-01,ECT,90.0
Punjab,Mohali,2021-07-01,GP,82.14
Punjab,Mohali,2021-07-01,IF,62.75
Punjab,Mohali,2021-07-01,Outcome,61.03
Punjab,Mohali,2021-07-01,Overall,431.35
Punjab,Mohali,2021-07-01,SS,71.43
Punjab,Muktsar,2018-07-01,DL,46.0
Punjab,Muktsar,2018-07-01,ECT,86.67
Punjab,Muktsar,2018-07-01,GP,91.67
Punjab,Muktsar,2018-07-01,IF,72.55
Punjab,Muktsar,2018-07-01,Outcome,38.62
Punjab,Muktsar,2018-07-01,Overall,435.51
Punjab,Muktsar,2018-07-01,SS,100.0
Punjab,Muktsar,2019-07-01,DL,52.0
Punjab,Muktsar,2019-07-01,ECT,93.33
Punjab,Muktsar,2019-07-01,GP,98.81
Punjab,Muktsar,2019-07-01,IF,94.12
Punjab,Muktsar,2019-07-01,Outcome,45.86
Punjab,Muktsar,2019-07-01,Overall,484.12
Punjab,Muktsar,2019-07-01,SS,100.0
Punjab,Muktsar,2020-07-01,DL,78.0
Punjab,Muktsar,2020-07-01,ECT,91.11
Punjab,Muktsar,2020-07-01,GP,86.9
Punjab,Muktsar,2020-07-01,IF,92.16
Punjab,Muktsar,2020-07-01,Outcome,49.66
Punjab,Muktsar,2020-07-01,Overall,472.12
Punjab,Muktsar,2020-07-01,SS,74.29
Punjab,Muktsar,2021-07-01,DL,60.0
Punjab,Muktsar,2021-07-01,ECT,92.22
Punjab,Muktsar,2021-07-01,GP,85.71
Punjab,Muktsar,2021-07-01,IF,84.31
Punjab,Muktsar,2021-07-01,Outcome,65.86
Punjab,Muktsar,2021-07-01,Overall,485.24
Punjab,Muktsar,2021-07-01,SS,97.14
Punjab,Nawanshahr,2018-07-01,DL,42.0
Punjab,Nawanshahr,2018-07-01,ECT,87.78
Punjab,Nawanshahr,2018-07-01,GP,91.67
Punjab,Nawanshahr,2018-07-01,IF,72.55
Punjab,Nawanshahr,2018-07-01,Outcome,50.0
Punjab,Nawanshahr,2018-07-01,Overall,444.0
Punjab,Nawanshahr,2018-07-01,SS,100.0
Punjab,Nawanshahr,2019-07-01,DL,52.0
Punjab,Nawanshahr,2019-07-01,ECT,93.33
Punjab,Nawanshahr,2019-07-01,GP,98.81
Punjab,Nawanshahr,2019-07-01,IF,96.08
Punjab,Nawanshahr,2019-07-01,Outcome,56.9
Punjab,Nawanshahr,2019-07-01,Overall,497.12
Punjab,Nawanshahr,2019-07-01,SS,100.0
Punjab,Nawanshahr,2020-07-01,DL,80.0
Punjab,Nawanshahr,2020-07-01,ECT,91.11
Punjab,Nawanshahr,2020-07-01,GP,94.05
Punjab,Nawanshahr,2020-07-01,IF,100.0
Punjab,Nawanshahr,2020-07-01,Outcome,60.0
Punjab,Nawanshahr,2020-07-01,Overall,513.73
Punjab,Nawanshahr,2020-07-01,SS,88.57
Punjab,Nawanshahr,2021-07-01,DL,62.0
Punjab,Nawanshahr,2021-07-01,ECT,96.67
Punjab,Nawanshahr,2021-07-01,GP,83.33
Punjab,Nawanshahr,2021-07-01,IF,80.39
Punjab,Nawanshahr,2021-07-01,Outcome,61.72
Punjab,Nawanshahr,2021-07-01,Overall,458.4
Punjab,Nawanshahr,2021-07-01,SS,74.29
Punjab,Pathankot,2018-07-01,DL,38.0
Punjab,Pathankot,2018-07-01,ECT,86.67
Punjab,Pathankot,2018-07-01,GP,92.86
Punjab,Pathankot,2018-07-01,IF,74.51
Punjab,Pathankot,2018-07-01,Outcome,46.21
Punjab,Pathankot,2018-07-01,Overall,438.25
Punjab,Pathankot,2018-07-01,SS,100.0
Punjab,Pathankot,2019-07-01,DL,48.0
Punjab,Pathankot,2019-07-01,ECT,93.33
Punjab,Pathankot,2019-07-01,GP,98.81
Punjab,Pathankot,2019-07-01,IF,94.12
Punjab,Pathankot,2019-07-01,Outcome,50.0
Punjab,Pathankot,2019-07-01,Overall,484.26
Punjab,Pathankot,2019-07-01,SS,100.0
Punjab,Pathankot,2020-07-01,DL,78.0
Punjab,Pathankot,2020-07-01,ECT,96.67
Punjab,Pathankot,2020-07-01,GP,83.33
Punjab,Pathankot,2020-07-01,IF,90.2
Punjab,Pathankot,2020-07-01,Outcome,53.1
Punjab,Pathankot,2020-07-01,Overall,484.16
Punjab,Pathankot,2020-07-01,SS,82.86
Punjab,Pathankot,2021-07-01,DL,66.0
Punjab,Pathankot,2021-07-01,ECT,91.11
Punjab,Pathankot,2021-07-01,GP,83.33
Punjab,Pathankot,2021-07-01,IF,80.39
Punjab,Pathankot,2021-07-01,Outcome,59.31
Punjab,Pathankot,2021-07-01,Overall,465.85
Punjab,Pathankot,2021-07-01,SS,85.71
Punjab,Patiala,2018-07-01,DL,40.0
Punjab,Patiala,2018-07-01,ECT,86.67
Punjab,Patiala,2018-07-01,GP,91.67
Punjab,Patiala,2018-07-01,IF,70.59
Punjab,Patiala,2018-07-01,Outcome,40.0
Punjab,Patiala,2018-07-01,Overall,428.93
Punjab,Patiala,2018-07-01,SS,100.0
Punjab,Patiala,2019-07-01,DL,48.0
Punjab,Patiala,2019-07-01,ECT,93.33
Punjab,Patiala,2019-07-01,GP,100.0
Punjab,Patiala,2019-07-01,IF,94.12
Punjab,Patiala,2019-07-01,Outcome,46.9
Punjab,Patiala,2019-07-01,Overall,482.35
Punjab,Patiala,2019-07-01,SS,100.0
Punjab,Patiala,2020-07-01,DL,76.0
Punjab,Patiala,2020-07-01,ECT,91.11
Punjab,Patiala,2020-07-01,GP,82.14
Punjab,Patiala,2020-07-01,IF,98.04
Punjab,Patiala,2020-07-01,Outcome,51.38
Punjab,Patiala,2020-07-01,Overall,487.24
Punjab,Patiala,2020-07-01,SS,88.57
Punjab,Patiala,2021-07-01,DL,60.0
Punjab,Patiala,2021-07-01,ECT,92.22
Punjab,Patiala,2021-07-01,GP,66.67
Punjab,Patiala,2021-07-01,IF,90.2
Punjab,Patiala,2021-07-01,Outcome,66.55
Punjab,Patiala,2021-07-01,Overall,447.07
Punjab,Patiala,2021-07-01,SS,71.43
Punjab,Rupnagar,2018-07-01,DL,36.0
Punjab,Rupnagar,2018-07-01,ECT,86.67
Punjab,Rupnagar,2018-07-01,GP,92.86
Punjab,Rupnagar,2018-07-01,IF,72.55
Punjab,Rupnagar,2018-07-01,Outcome,40.69
Punjab,Rupnagar,2018-07-01,Overall,428.77
Punjab,Rupnagar,2018-07-01,SS,100.0
Punjab,Rupnagar,2019-07-01,DL,44.0
Punjab,Rupnagar,2019-07-01,ECT,93.33
Punjab,Rupnagar,2019-07-01,GP,98.81
Punjab,Rupnagar,2019-07-01,IF,94.12
Punjab,Rupnagar,2019-07-01,Outcome,46.9
Punjab,Rupnagar,2019-07-01,Overall,477.16
Punjab,Rupnagar,2019-07-01,SS,100.0
Punjab,Rupnagar,2020-07-01,DL,80.0
Punjab,Rupnagar,2020-07-01,ECT,92.22
Punjab,Rupnagar,2020-07-01,GP,96.43
Punjab,Rupnagar,2020-07-01,IF,98.04
Punjab,Rupnagar,2020-07-01,Outcome,51.03
Punjab,Rupnagar,2020-07-01,Overall,503.43
Punjab,Rupnagar,2020-07-01,SS,85.71
Punjab,Rupnagar,2021-07-01,DL,58.0
Punjab,Rupnagar,2021-07-01,ECT,64.44
Punjab,Rupnagar,2021-07-01,GP,80.95
Punjab,Rupnagar,2021-07-01,IF,76.47
Punjab,Rupnagar,2021-07-01,Outcome,55.86
Punjab,Rupnagar,2021-07-01,Overall,398.58
Punjab,Rupnagar,2021-07-01,SS,62.86
Punjab,Sangrur,2018-07-01,DL,44.0
Punjab,Sangrur,2018-07-01,ECT,86.67
Punjab,Sangrur,2018-07-01,GP,91.67
Punjab,Sangrur,2018-07-01,IF,72.55
Punjab,Sangrur,2018-07-01,Outcome,47.93
Punjab,Sangrur,2018-07-01,Overall,442.82
Punjab,Sangrur,2018-07-01,SS,100.0
Punjab,Sangrur,2019-07-01,DL,50.0
Punjab,Sangrur,2019-07-01,ECT,93.33
Punjab,Sangrur,2019-07-01,GP,100.0
Punjab,Sangrur,2019-07-01,IF,94.12
Punjab,Sangrur,2019-07-01,Outcome,52.41
Punjab,Sangrur,2019-07-01,Overall,489.86
Punjab,Sangrur,2019-07-01,SS,100.0
Punjab,Sangrur,2020-07-01,DL,78.0
Punjab,Sangrur,2020-07-01,ECT,92.22
Punjab,Sangrur,2020-07-01,GP,94.05
Punjab,Sangrur,2020-07-01,IF,98.04
Punjab,Sangrur,2020-07-01,Outcome,54.14
Punjab,Sangrur,2020-07-01,Overall,490.74000000000007
Punjab,Sangrur,2020-07-01,SS,74.29
Punjab,Sangrur,2021-07-01,DL,64.0
Punjab,Sangrur,2021-07-01,ECT,94.44
Punjab,Sangrur,2021-07-01,GP,82.14
Punjab,Sangrur,2021-07-01,IF,90.2
Punjab,Sangrur,2021-07-01,Outcome,57.59
Punjab,Sangrur,2021-07-01,Overall,471.23
Punjab,Sangrur,2021-07-01,SS,82.86
Punjab,Taran Taran,2018-07-01,DL,40.0
Punjab,Taran Taran,2018-07-01,ECT,86.67
Punjab,Taran Taran,2018-07-01,GP,94.05
Punjab,Taran Taran,2018-07-01,IF,72.55
Punjab,Taran Taran,2018-07-01,Outcome,43.45
Punjab,Taran Taran,2018-07-01,Overall,436.72
Punjab,Taran Taran,2018-07-01,SS,100.0
Punjab,Taran Taran,2019-07-01,DL,46.0
Punjab,Taran Taran,2019-07-01,ECT,93.33
Punjab,Taran Taran,2019-07-01,GP,97.62
Punjab,Taran Taran,2019-07-01,IF,94.12
Punjab,Taran Taran,2019-07-01,Outcome,48.28
Punjab,Taran Taran,2019-07-01,Overall,479.35
Punjab,Taran Taran,2019-07-01,SS,100.0
Punjab,Taran Taran,2020-07-01,DL,78.0
Punjab,Taran Taran,2020-07-01,ECT,94.44
Punjab,Taran Taran,2020-07-01,GP,82.14
Punjab,Taran Taran,2020-07-01,IF,100.0
Punjab,Taran Taran,2020-07-01,Outcome,52.41
Punjab,Taran Taran,2020-07-01,Overall,489.85
Punjab,Taran Taran,2020-07-01,SS,82.86
Punjab,Taran Taran,2021-07-01,DL,52.0
Punjab,Taran Taran,2021-07-01,ECT,96.67
Punjab,Taran Taran,2021-07-01,GP,89.29
Punjab,Taran Taran,2021-07-01,IF,82.35
Punjab,Taran Taran,2021-07-01,Outcome,63.1
Punjab,Taran Taran,2021-07-01,Overall,477.7000000000001
Punjab,Taran Taran,2021-07-01,SS,94.29
Rajasthan,Ajmer,2018-07-01,DL,44.0
Rajasthan,Ajmer,2018-07-01,ECT,88.89
Rajasthan,Ajmer,2018-07-01,GP,71.43
Rajasthan,Ajmer,2018-07-01,IF,68.63
Rajasthan,Ajmer,2018-07-01,Outcome,67.59
Rajasthan,Ajmer,2018-07-01,Overall,440.54
Rajasthan,Ajmer,2018-07-01,SS,100.0
Rajasthan,Ajmer,2019-07-01,DL,46.0
Rajasthan,Ajmer,2019-07-01,ECT,88.89
Rajasthan,Ajmer,2019-07-01,GP,73.81
Rajasthan,Ajmer,2019-07-01,IF,80.39
Rajasthan,Ajmer,2019-07-01,Outcome,70.0
Rajasthan,Ajmer,2019-07-01,Overall,459.09
Rajasthan,Ajmer,2019-07-01,SS,100.0
Rajasthan,Ajmer,2020-07-01,DL,46.0
Rajasthan,Ajmer,2020-07-01,ECT,95.56
Rajasthan,Ajmer,2020-07-01,GP,73.81
Rajasthan,Ajmer,2020-07-01,IF,82.35
Rajasthan,Ajmer,2020-07-01,Outcome,71.72
Rajasthan,Ajmer,2020-07-01,Overall,469.44
Rajasthan,Ajmer,2020-07-01,SS,100.0
Rajasthan,Ajmer,2021-07-01,DL,44.0
Rajasthan,Ajmer,2021-07-01,ECT,95.56
Rajasthan,Ajmer,2021-07-01,GP,64.29
Rajasthan,Ajmer,2021-07-01,IF,72.55
Rajasthan,Ajmer,2021-07-01,Outcome,62.41
Rajasthan,Ajmer,2021-07-01,Overall,438.81
Rajasthan,Ajmer,2021-07-01,SS,100.0
Rajasthan,Alwar,2018-07-01,DL,48.0
Rajasthan,Alwar,2018-07-01,ECT,88.89
Rajasthan,Alwar,2018-07-01,GP,69.05
Rajasthan,Alwar,2018-07-01,IF,68.63
Rajasthan,Alwar,2018-07-01,Outcome,67.24
Rajasthan,Alwar,2018-07-01,Overall,441.81
Rajasthan,Alwar,2018-07-01,SS,100.0
Rajasthan,Alwar,2019-07-01,DL,54.0
Rajasthan,Alwar,2019-07-01,ECT,90.0
Rajasthan,Alwar,2019-07-01,GP,75.0
Rajasthan,Alwar,2019-07-01,IF,74.51
Rajasthan,Alwar,2019-07-01,Outcome,67.59
Rajasthan,Alwar,2019-07-01,Overall,461.1
Rajasthan,Alwar,2019-07-01,SS,100.0
Rajasthan,Alwar,2020-07-01,DL,44.0
Rajasthan,Alwar,2020-07-01,ECT,93.33
Rajasthan,Alwar,2020-07-01,GP,72.62
Rajasthan,Alwar,2020-07-01,IF,82.35
Rajasthan,Alwar,2020-07-01,Outcome,67.59
Rajasthan,Alwar,2020-07-01,Overall,459.89
Rajasthan,Alwar,2020-07-01,SS,100.0
Rajasthan,Alwar,2021-07-01,DL,40.0
Rajasthan,Alwar,2021-07-01,ECT,94.44
Rajasthan,Alwar,2021-07-01,GP,73.81
Rajasthan,Alwar,2021-07-01,IF,82.35
Rajasthan,Alwar,2021-07-01,Outcome,64.14
Rajasthan,Alwar,2021-07-01,Overall,454.74
Rajasthan,Alwar,2021-07-01,SS,100.0
Rajasthan,Banswara,2018-07-01,DL,16.0
Rajasthan,Banswara,2018-07-01,ECT,86.67
Rajasthan,Banswara,2018-07-01,GP,61.9
Rajasthan,Banswara,2018-07-01,IF,60.78
Rajasthan,Banswara,2018-07-01,Outcome,55.52
Rajasthan,Banswara,2018-07-01,Overall,378.01
Rajasthan,Banswara,2018-07-01,SS,97.14
Rajasthan,Banswara,2019-07-01,DL,18.0
Rajasthan,Banswara,2019-07-01,ECT,87.78
Rajasthan,Banswara,2019-07-01,GP,64.29
Rajasthan,Banswara,2019-07-01,IF,66.67
Rajasthan,Banswara,2019-07-01,Outcome,55.86
Rajasthan,Banswara,2019-07-01,Overall,392.6
Rajasthan,Banswara,2019-07-01,SS,100.0
Rajasthan,Banswara,2020-07-01,DL,46.0
Rajasthan,Banswara,2020-07-01,ECT,93.33
Rajasthan,Banswara,2020-07-01,GP,67.86
Rajasthan,Banswara,2020-07-01,IF,76.47
Rajasthan,Banswara,2020-07-01,Outcome,53.1
Rajasthan,Banswara,2020-07-01,Overall,436.76
Rajasthan,Banswara,2020-07-01,SS,100.0
Rajasthan,Banswara,2021-07-01,DL,36.0
Rajasthan,Banswara,2021-07-01,ECT,93.33
Rajasthan,Banswara,2021-07-01,GP,67.86
Rajasthan,Banswara,2021-07-01,IF,60.78
Rajasthan,Banswara,2021-07-01,Outcome,47.24
Rajasthan,Banswara,2021-07-01,Overall,402.35
Rajasthan,Banswara,2021-07-01,SS,97.14
Rajasthan,Baran,2018-07-01,DL,54.0
Rajasthan,Baran,2018-07-01,ECT,82.22
Rajasthan,Baran,2018-07-01,GP,64.29
Rajasthan,Baran,2018-07-01,IF,60.78
Rajasthan,Baran,2018-07-01,Outcome,69.31
Rajasthan,Baran,2018-07-01,Overall,410.6
Rajasthan,Baran,2018-07-01,SS,80.0
Rajasthan,Baran,2019-07-01,DL,56.0
Rajasthan,Baran,2019-07-01,ECT,83.33
Rajasthan,Baran,2019-07-01,GP,69.05
Rajasthan,Baran,2019-07-01,IF,66.67
Rajasthan,Baran,2019-07-01,Outcome,70.0
Rajasthan,Baran,2019-07-01,Overall,430.76
Rajasthan,Baran,2019-07-01,SS,85.71
Rajasthan,Baran,2020-07-01,DL,46.0
Rajasthan,Baran,2020-07-01,ECT,92.22
Rajasthan,Baran,2020-07-01,GP,72.62
Rajasthan,Baran,2020-07-01,IF,70.59
Rajasthan,Baran,2020-07-01,Outcome,66.9
Rajasthan,Baran,2020-07-01,Overall,448.33
Rajasthan,Baran,2020-07-01,SS,100.0
Rajasthan,Baran,2021-07-01,DL,18.0
Rajasthan,Baran,2021-07-01,ECT,91.11
Rajasthan,Baran,2021-07-01,GP,75.0
Rajasthan,Baran,2021-07-01,IF,47.06
Rajasthan,Baran,2021-07-01,Outcome,53.45
Rajasthan,Baran,2021-07-01,Overall,376.05
Rajasthan,Baran,2021-07-01,SS,91.43
Rajasthan,Barmer,2018-07-01,DL,54.0
Rajasthan,Barmer,2018-07-01,ECT,88.89
Rajasthan,Barmer,2018-07-01,GP,70.24
Rajasthan,Barmer,2018-07-01,IF,72.55
Rajasthan,Barmer,2018-07-01,Outcome,66.21
Rajasthan,Barmer,2018-07-01,Overall,451.89
Rajasthan,Barmer,2018-07-01,SS,100.0
Rajasthan,Barmer,2019-07-01,DL,56.0
Rajasthan,Barmer,2019-07-01,ECT,91.11
Rajasthan,Barmer,2019-07-01,GP,72.62
Rajasthan,Barmer,2019-07-01,IF,80.39
Rajasthan,Barmer,2019-07-01,Outcome,67.24
Rajasthan,Barmer,2019-07-01,Overall,467.36
Rajasthan,Barmer,2019-07-01,SS,100.0
Rajasthan,Barmer,2020-07-01,DL,48.0
Rajasthan,Barmer,2020-07-01,ECT,93.33
Rajasthan,Barmer,2020-07-01,GP,70.24
Rajasthan,Barmer,2020-07-01,IF,82.35
Rajasthan,Barmer,2020-07-01,Outcome,66.9
Rajasthan,Barmer,2020-07-01,Overall,460.8200000000001
Rajasthan,Barmer,2020-07-01,SS,100.0
Rajasthan,Barmer,2021-07-01,DL,30.0
Rajasthan,Barmer,2021-07-01,ECT,94.44
