State/UT,District,ds,Category,y
Gujarat,Valsad,2021-07-01,GP,97.62
Gujarat,Valsad,2021-07-01,IF,90.2
Gujarat,Valsad,2021-07-01,Outcome,53.79
Gujarat,Valsad,2021-07-01,Overall,490.05
Gujarat,Valsad,2021-07-01,SS,100.0
Haryana,Ambala,2018-07-01,DL,28.0
Haryana,Ambala,2018-07-01,ECT,71.11
Haryana,Ambala,2018-07-01,GP,86.9
Haryana,Ambala,2018-07-01,IF,84.31
Haryana,Ambala,2018-07-01,Outcome,48.97
Haryana,Ambala,2018-07-01,Overall,370.72
Haryana,Ambala,2018-07-01,SS,51.43
Haryana,Ambala,2019-07-01,DL,30.0
Haryana,Ambala,2019-07-01,ECT,67.78
Haryana,Ambala,2019-07-01,GP,71.43
Haryana,Ambala,2019-07-01,IF,84.31
Haryana,Ambala,2019-07-01,Outcome,48.62
Haryana,Ambala,2019-07-01,Overall,367.85
Haryana,Ambala,2019-07-01,SS,65.71
Haryana,Ambala,2020-07-01,DL,26.0
Haryana,Ambala,2020-07-01,ECT,68.89
Haryana,Ambala,2020-07-01,GP,72.62
Haryana,Ambala,2020-07-01,IF,78.43
Haryana,Ambala,2020-07-01,Outcome,48.97
Haryana,Ambala,2020-07-01,Overall,369.2000000000001
Haryana,Ambala,2020-07-01,SS,74.29
Haryana,Ambala,2021-07-01,DL,26.0
Haryana,Ambala,2021-07-01,ECT,73.33
Haryana,Ambala,2021-07-01,GP,70.24
Haryana,Ambala,2021-07-01,IF,76.47
Haryana,Ambala,2021-07-01,Outcome,43.45
Haryana,Ambala,2021-07-01,Overall,369.49
Haryana,Ambala,2021-07-01,SS,80.0
Haryana,Bhiwani,2018-07-01,DL,26.0
Haryana,Bhiwani,2018-07-01,ECT,80.0
Haryana,Bhiwani,2018-07-01,GP,76.19
Haryana,Bhiwani,2018-07-01,IF,80.39
Haryana,Bhiwani,2018-07-01,Outcome,49.66
Haryana,Bhiwani,2018-07-01,Overall,363.67
Haryana,Bhiwani,2018-07-01,SS,51.43
Haryana,Bhiwani,2019-07-01,DL,30.0
Haryana,Bhiwani,2019-07-01,ECT,81.11
Haryana,Bhiwani,2019-07-01,GP,85.71
Haryana,Bhiwani,2019-07-01,IF,86.27
Haryana,Bhiwani,2019-07-01,Outcome,44.48
Haryana,Bhiwani,2019-07-01,Overall,384.71
Haryana,Bhiwani,2019-07-01,SS,57.14
Haryana,Bhiwani,2020-07-01,DL,24.0
Haryana,Bhiwani,2020-07-01,ECT,92.22
Haryana,Bhiwani,2020-07-01,GP,79.76
Haryana,Bhiwani,2020-07-01,IF,84.31
Haryana,Bhiwani,2020-07-01,Outcome,47.24
Haryana,Bhiwani,2020-07-01,Overall,390.39
Haryana,Bhiwani,2020-07-01,SS,62.86
Haryana,Bhiwani,2021-07-01,DL,26.0
Haryana,Bhiwani,2021-07-01,ECT,92.22
Haryana,Bhiwani,2021-07-01,GP,72.62
Haryana,Bhiwani,2021-07-01,IF,86.27
Haryana,Bhiwani,2021-07-01,Outcome,46.9
Haryana,Bhiwani,2021-07-01,Overall,381.15
Haryana,Bhiwani,2021-07-01,SS,57.14
Haryana,Charkhi Dadri,2018-07-01,DL,28.0
Haryana,Charkhi Dadri,2018-07-01,ECT,82.22
Haryana,Charkhi Dadri,2018-07-01,GP,86.9
Haryana,Charkhi Dadri,2018-07-01,IF,80.39
Haryana,Charkhi Dadri,2018-07-01,Outcome,50.69
Haryana,Charkhi Dadri,2018-07-01,Overall,382.49
Haryana,Charkhi Dadri,2018-07-01,SS,54.29
Haryana,Charkhi Dadri,2019-07-01,DL,32.0
Haryana,Charkhi Dadri,2019-07-01,ECT,85.56
Haryana,Charkhi Dadri,2019-07-01,GP,90.48
Haryana,Charkhi Dadri,2019-07-01,IF,84.31
Haryana,Charkhi Dadri,2019-07-01,Outcome,50.0
Haryana,Charkhi Dadri,2019-07-01,Overall,399.49
Haryana,Charkhi Dadri,2019-07-01,SS,57.14
Haryana,Charkhi Dadri,2020-07-01,DL,26.0
Haryana,Charkhi Dadri,2020-07-01,ECT,86.67
Haryana,Charkhi Dadri,2020-07-01,GP,80.95
Haryana,Charkhi Dadri,2020-07-01,IF,86.27
Haryana,Charkhi Dadri,2020-07-01,Outcome,48.62
Haryana,Charkhi Dadri,2020-07-01,Overall,382.8
Haryana,Charkhi Dadri,2020-07-01,SS,54.29
Haryana,Charkhi Dadri,2021-07-01,DL,28.0
Haryana,Charkhi Dadri,2021-07-01,ECT,94.44
Haryana,Charkhi Dadri,2021-07-01,GP,65.48
Haryana,Charkhi Dadri,2021-07-01,IF,84.31
Haryana,Charkhi Dadri,2021-07-01,Outcome,43.79
Haryana,Charkhi Dadri,2021-07-01,Overall,376.02
Haryana,Charkhi Dadri,2021-07-01,SS,60.0
Haryana,Faridabad,2018-07-01,DL,42.0
Haryana,Faridabad,2018-07-01,ECT,68.89
Haryana,Faridabad,2018-07-01,GP,83.33
Haryana,Faridabad,2018-07-01,IF,78.43
Haryana,Faridabad,2018-07-01,Outcome,51.72
Haryana,Faridabad,2018-07-01,Overall,358.66
Haryana,Faridabad,2018-07-01,SS,34.29
Haryana,Faridabad,2019-07-01,DL,48.0
Haryana,Faridabad,2019-07-01,ECT,68.89
Haryana,Faridabad,2019-07-01,GP,95.24
Haryana,Faridabad,2019-07-01,IF,80.39
Haryana,Faridabad,2019-07-01,Outcome,52.07
Haryana,Faridabad,2019-07-01,Overall,381.73
Haryana,Faridabad,2019-07-01,SS,37.14
Haryana,Faridabad,2020-07-01,DL,44.0
Haryana,Faridabad,2020-07-01,ECT,85.56
Haryana,Faridabad,2020-07-01,GP,80.95
Haryana,Faridabad,2020-07-01,IF,82.35
Haryana,Faridabad,2020-07-01,Outcome,53.79
Haryana,Faridabad,2020-07-01,Overall,412.36
Haryana,Faridabad,2020-07-01,SS,65.71
Haryana,Faridabad,2021-07-01,DL,48.0
Haryana,Faridabad,2021-07-01,ECT,88.89
Haryana,Faridabad,2021-07-01,GP,73.81
Haryana,Faridabad,2021-07-01,IF,78.43
Haryana,Faridabad,2021-07-01,Outcome,50.69
Haryana,Faridabad,2021-07-01,Overall,391.25
Haryana,Faridabad,2021-07-01,SS,51.43
Haryana,Fatehabad,2018-07-01,DL,24.0
Haryana,Fatehabad,2018-07-01,ECT,87.78
Haryana,Fatehabad,2018-07-01,GP,70.24
Haryana,Fatehabad,2018-07-01,IF,76.47
Haryana,Fatehabad,2018-07-01,Outcome,48.28
Haryana,Fatehabad,2018-07-01,Overall,406.77
Haryana,Fatehabad,2018-07-01,SS,100.0
Haryana,Fatehabad,2019-07-01,DL,30.0
Haryana,Fatehabad,2019-07-01,ECT,88.89
Haryana,Fatehabad,2019-07-01,GP,75.0
Haryana,Fatehabad,2019-07-01,IF,86.27
Haryana,Fatehabad,2019-07-01,Outcome,48.28
Haryana,Fatehabad,2019-07-01,Overall,428.44
Haryana,Fatehabad,2019-07-01,SS,100.0
Haryana,Fatehabad,2020-07-01,DL,26.0
Haryana,Fatehabad,2020-07-01,ECT,95.56
Haryana,Fatehabad,2020-07-01,GP,80.95
Haryana,Fatehabad,2020-07-01,IF,86.27
Haryana,Fatehabad,2020-07-01,Outcome,49.66
Haryana,Fatehabad,2020-07-01,Overall,418.44
Haryana,Fatehabad,2020-07-01,SS,80.0
Haryana,Fatehabad,2021-07-01,DL,28.0
Haryana,Fatehabad,2021-07-01,ECT,84.44
Haryana,Fatehabad,2021-07-01,GP,71.43
Haryana,Fatehabad,2021-07-01,IF,78.43
Haryana,Fatehabad,2021-07-01,Outcome,49.31
Haryana,Fatehabad,2021-07-01,Overall,388.75
Haryana,Fatehabad,2021-07-01,SS,77.14
Haryana,Gurugram,2018-07-01,DL,40.0
Haryana,Gurugram,2018-07-01,ECT,74.44
Haryana,Gurugram,2018-07-01,GP,84.52
Haryana,Gurugram,2018-07-01,IF,78.43
Haryana,Gurugram,2018-07-01,Outcome,54.83
Haryana,Gurugram,2018-07-01,Overall,380.79
Haryana,Gurugram,2018-07-01,SS,48.57
Haryana,Gurugram,2019-07-01,DL,46.0
Haryana,Gurugram,2019-07-01,ECT,74.44
Haryana,Gurugram,2019-07-01,GP,90.48
Haryana,Gurugram,2019-07-01,IF,84.31
Haryana,Gurugram,2019-07-01,Outcome,51.38
Haryana,Gurugram,2019-07-01,Overall,395.18
Haryana,Gurugram,2019-07-01,SS,48.57
Haryana,Gurugram,2020-07-01,DL,42.0
Haryana,Gurugram,2020-07-01,ECT,71.11
Haryana,Gurugram,2020-07-01,GP,71.43
Haryana,Gurugram,2020-07-01,IF,68.63
Haryana,Gurugram,2020-07-01,Outcome,53.1
Haryana,Gurugram,2020-07-01,Overall,334.84
Haryana,Gurugram,2020-07-01,SS,28.57
Haryana,Gurugram,2021-07-01,DL,48.0
Haryana,Gurugram,2021-07-01,ECT,86.67
Haryana,Gurugram,2021-07-01,GP,70.24
Haryana,Gurugram,2021-07-01,IF,78.43
Haryana,Gurugram,2021-07-01,Outcome,55.17
Haryana,Gurugram,2021-07-01,Overall,389.94
Haryana,Gurugram,2021-07-01,SS,51.43
Haryana,Hisar,2018-07-01,DL,34.0
Haryana,Hisar,2018-07-01,ECT,85.56
Haryana,Hisar,2018-07-01,GP,63.1
Haryana,Hisar,2018-07-01,IF,80.39
Haryana,Hisar,2018-07-01,Outcome,53.1
Haryana,Hisar,2018-07-01,Overall,387.58
Haryana,Hisar,2018-07-01,SS,71.43
Haryana,Hisar,2019-07-01,DL,36.0
Haryana,Hisar,2019-07-01,ECT,88.89
Haryana,Hisar,2019-07-01,GP,89.29
Haryana,Hisar,2019-07-01,IF,82.35
Haryana,Hisar,2019-07-01,Outcome,52.07
Haryana,Hisar,2019-07-01,Overall,434.31
Haryana,Hisar,2019-07-01,SS,85.71
Haryana,Hisar,2020-07-01,DL,32.0
Haryana,Hisar,2020-07-01,ECT,83.33
Haryana,Hisar,2020-07-01,GP,75.0
Haryana,Hisar,2020-07-01,IF,84.31
Haryana,Hisar,2020-07-01,Outcome,50.0
Haryana,Hisar,2020-07-01,Overall,396.07
Haryana,Hisar,2020-07-01,SS,71.43
Haryana,Hisar,2021-07-01,DL,32.0
Haryana,Hisar,2021-07-01,ECT,91.11
Haryana,Hisar,2021-07-01,GP,64.29
Haryana,Hisar,2021-07-01,IF,82.35
Haryana,Hisar,2021-07-01,Outcome,51.38
Haryana,Hisar,2021-07-01,Overall,395.42
Haryana,Hisar,2021-07-01,SS,74.29
Haryana,Jhajjar,2018-07-01,DL,32.0
Haryana,Jhajjar,2018-07-01,ECT,76.67
Haryana,Jhajjar,2018-07-01,GP,65.48
Haryana,Jhajjar,2018-07-01,IF,68.63
Haryana,Jhajjar,2018-07-01,Outcome,59.31
Haryana,Jhajjar,2018-07-01,Overall,362.09
Haryana,Jhajjar,2018-07-01,SS,60.0
Haryana,Jhajjar,2019-07-01,DL,36.0
Haryana,Jhajjar,2019-07-01,ECT,72.22
Haryana,Jhajjar,2019-07-01,GP,67.86
Haryana,Jhajjar,2019-07-01,IF,88.24
Haryana,Jhajjar,2019-07-01,Outcome,53.79
Haryana,Jhajjar,2019-07-01,Overall,389.54
Haryana,Jhajjar,2019-07-01,SS,71.43
Haryana,Jhajjar,2020-07-01,DL,32.0
Haryana,Jhajjar,2020-07-01,ECT,68.89
Haryana,Jhajjar,2020-07-01,GP,76.19
Haryana,Jhajjar,2020-07-01,IF,80.39
Haryana,Jhajjar,2020-07-01,Outcome,58.62
Haryana,Jhajjar,2020-07-01,Overall,350.37999999999994
Haryana,Jhajjar,2020-07-01,SS,34.29
Haryana,Jhajjar,2021-07-01,DL,42.0
Haryana,Jhajjar,2021-07-01,ECT,71.11
Haryana,Jhajjar,2021-07-01,GP,71.43
Haryana,Jhajjar,2021-07-01,IF,82.35
Haryana,Jhajjar,2021-07-01,Outcome,51.72
Haryana,Jhajjar,2021-07-01,Overall,384.32
Haryana,Jhajjar,2021-07-01,SS,65.71
Haryana,Jind,2018-07-01,DL,26.0
Haryana,Jind,2018-07-01,ECT,85.56
Haryana,Jind,2018-07-01,GP,82.14
Haryana,Jind,2018-07-01,IF,70.59
Haryana,Jind,2018-07-01,Outcome,50.69
Haryana,Jind,2018-07-01,Overall,383.55
Haryana,Jind,2018-07-01,SS,68.57
Haryana,Jind,2019-07-01,DL,30.0
Haryana,Jind,2019-07-01,ECT,85.56
Haryana,Jind,2019-07-01,GP,88.1
Haryana,Jind,2019-07-01,IF,86.27
Haryana,Jind,2019-07-01,Outcome,50.34
Haryana,Jind,2019-07-01,Overall,405.98
Haryana,Jind,2019-07-01,SS,65.71
Haryana,Jind,2020-07-01,DL,26.0
Haryana,Jind,2020-07-01,ECT,78.89
Haryana,Jind,2020-07-01,GP,80.95
Haryana,Jind,2020-07-01,IF,84.31
Haryana,Jind,2020-07-01,Outcome,51.72
Haryana,Jind,2020-07-01,Overall,407.58
Haryana,Jind,2020-07-01,SS,85.71
Haryana,Jind,2021-07-01,DL,40.0
Haryana,Jind,2021-07-01,ECT,87.78
Haryana,Jind,2021-07-01,GP,85.71
Haryana,Jind,2021-07-01,IF,82.35
Haryana,Jind,2021-07-01,Outcome,48.97
Haryana,Jind,2021-07-01,Overall,433.38
Haryana,Jind,2021-07-01,SS,88.57
Haryana,Kaithal,2018-07-01,DL,28.0
Haryana,Kaithal,2018-07-01,ECT,81.11
Haryana,Kaithal,2018-07-01,GP,70.24
Haryana,Kaithal,2018-07-01,IF,78.43
Haryana,Kaithal,2018-07-01,Outcome,51.72
Haryana,Kaithal,2018-07-01,Overall,363.79
Haryana,Kaithal,2018-07-01,SS,54.29
Haryana,Kaithal,2019-07-01,DL,32.0
Haryana,Kaithal,2019-07-01,ECT,82.22
Haryana,Kaithal,2019-07-01,GP,72.62
Haryana,Kaithal,2019-07-01,IF,84.31
Haryana,Kaithal,2019-07-01,Outcome,51.03
Haryana,Kaithal,2019-07-01,Overall,382.18
Haryana,Kaithal,2019-07-01,SS,60.0
Haryana,Kaithal,2020-07-01,DL,28.0
Haryana,Kaithal,2020-07-01,ECT,82.22
Haryana,Kaithal,2020-07-01,GP,79.76
Haryana,Kaithal,2020-07-01,IF,86.27
Haryana,Kaithal,2020-07-01,Outcome,50.69
Haryana,Kaithal,2020-07-01,Overall,389.8
Haryana,Kaithal,2020-07-01,SS,62.86
Haryana,Kaithal,2021-07-01,DL,40.0
Haryana,Kaithal,2021-07-01,ECT,87.78
Haryana,Kaithal,2021-07-01,GP,66.67
Haryana,Kaithal,2021-07-01,IF,80.39
Haryana,Kaithal,2021-07-01,Outcome,47.24
Haryana,Kaithal,2021-07-01,Overall,390.65
Haryana,Kaithal,2021-07-01,SS,68.57
Haryana,Karnal,2018-07-01,DL,28.0
Haryana,Karnal,2018-07-01,ECT,70.0
Haryana,Karnal,2018-07-01,GP,79.76
Haryana,Karnal,2018-07-01,IF,76.47
Haryana,Karnal,2018-07-01,Outcome,43.79
Haryana,Karnal,2018-07-01,Overall,346.59
Haryana,Karnal,2018-07-01,SS,48.57
Haryana,Karnal,2019-07-01,DL,32.0
Haryana,Karnal,2019-07-01,ECT,74.44
Haryana,Karnal,2019-07-01,GP,86.9
Haryana,Karnal,2019-07-01,IF,82.35
Haryana,Karnal,2019-07-01,Outcome,44.83
Haryana,Karnal,2019-07-01,Overall,369.09
Haryana,Karnal,2019-07-01,SS,48.57
Haryana,Karnal,2020-07-01,DL,28.0
Haryana,Karnal,2020-07-01,ECT,88.89
Haryana,Karnal,2020-07-01,GP,80.95
Haryana,Karnal,2020-07-01,IF,66.67
Haryana,Karnal,2020-07-01,Outcome,48.97
Haryana,Karnal,2020-07-01,Overall,379.19
Haryana,Karnal,2020-07-01,SS,65.71
Haryana,Karnal,2021-07-01,DL,32.0
Haryana,Karnal,2021-07-01,ECT,81.11
Haryana,Karnal,2021-07-01,GP,71.43
Haryana,Karnal,2021-07-01,IF,82.35
Haryana,Karnal,2021-07-01,Outcome,45.86
Haryana,Karnal,2021-07-01,Overall,378.46
Haryana,Karnal,2021-07-01,SS,65.71
Haryana,Kurukshetra,2018-07-01,DL,26.0
Haryana,Kurukshetra,2018-07-01,ECT,70.0
Haryana,Kurukshetra,2018-07-01,GP,70.24
Haryana,Kurukshetra,2018-07-01,IF,80.39
Haryana,Kurukshetra,2018-07-01,Outcome,49.66
Haryana,Kurukshetra,2018-07-01,Overall,353.43
Haryana,Kurukshetra,2018-07-01,SS,57.14
Haryana,Kurukshetra,2019-07-01,DL,28.0
Haryana,Kurukshetra,2019-07-01,ECT,72.22
Haryana,Kurukshetra,2019-07-01,GP,86.9
Haryana,Kurukshetra,2019-07-01,IF,82.35
Haryana,Kurukshetra,2019-07-01,Outcome,45.17
Haryana,Kurukshetra,2019-07-01,Overall,368.93
Haryana,Kurukshetra,2019-07-01,SS,54.29
Haryana,Kurukshetra,2020-07-01,DL,24.0
Haryana,Kurukshetra,2020-07-01,ECT,87.78
Haryana,Kurukshetra,2020-07-01,GP,82.14
Haryana,Kurukshetra,2020-07-01,IF,80.39
Haryana,Kurukshetra,2020-07-01,Outcome,46.9
Haryana,Kurukshetra,2020-07-01,Overall,384.07
Haryana,Kurukshetra,2020-07-01,SS,62.86
Haryana,Kurukshetra,2021-07-01,DL,36.0
Haryana,Kurukshetra,2021-07-01,ECT,86.67
Haryana,Kurukshetra,2021-07-01,GP,73.81
Haryana,Kurukshetra,2021-07-01,IF,82.35
Haryana,Kurukshetra,2021-07-01,Outcome,50.0
Haryana,Kurukshetra,2021-07-01,Overall,397.4
Haryana,Kurukshetra,2021-07-01,SS,68.57
Haryana,Mahendragarh,2018-07-01,DL,20.0
Haryana,Mahendragarh,2018-07-01,ECT,83.33
Haryana,Mahendragarh,2018-07-01,GP,84.52
Haryana,Mahendragarh,2018-07-01,IF,74.51
Haryana,Mahendragarh,2018-07-01,Outcome,42.76
Haryana,Mahendragarh,2018-07-01,Overall,362.26
Haryana,Mahendragarh,2018-07-01,SS,57.14
Haryana,Mahendragarh,2019-07-01,DL,24.0
Haryana,Mahendragarh,2019-07-01,ECT,88.89
Haryana,Mahendragarh,2019-07-01,GP,88.1
Haryana,Mahendragarh,2019-07-01,IF,74.51
Haryana,Mahendragarh,2019-07-01,Outcome,52.76
Haryana,Mahendragarh,2019-07-01,Overall,385.4
Haryana,Mahendragarh,2019-07-01,SS,57.14
Haryana,Mahendragarh,2020-07-01,DL,22.0
Haryana,Mahendragarh,2020-07-01,ECT,83.33
Haryana,Mahendragarh,2020-07-01,GP,79.76
Haryana,Mahendragarh,2020-07-01,IF,78.43
Haryana,Mahendragarh,2020-07-01,Outcome,56.9
Haryana,Mahendragarh,2020-07-01,Overall,377.56
Haryana,Mahendragarh,2020-07-01,SS,57.14
Haryana,Mahendragarh,2021-07-01,DL,24.0
Haryana,Mahendragarh,2021-07-01,ECT,81.11
Haryana,Mahendragarh,2021-07-01,GP,57.14
Haryana,Mahendragarh,2021-07-01,IF,78.43
Haryana,Mahendragarh,2021-07-01,Outcome,52.76
Haryana,Mahendragarh,2021-07-01,Overall,353.44
Haryana,Mahendragarh,2021-07-01,SS,60.0
Haryana,Nuh,2018-07-01,DL,12.0
Haryana,Nuh,2018-07-01,ECT,84.44
Haryana,Nuh,2018-07-01,GP,67.86
Haryana,Nuh,2018-07-01,IF,78.43
Haryana,Nuh,2018-07-01,Outcome,36.21
Haryana,Nuh,2018-07-01,Overall,350.37
Haryana,Nuh,2018-07-01,SS,71.43
Haryana,Nuh,2019-07-01,DL,16.0
Haryana,Nuh,2019-07-01,ECT,90.0
Haryana,Nuh,2019-07-01,GP,80.95
Haryana,Nuh,2019-07-01,IF,82.35
Haryana,Nuh,2019-07-01,Outcome,37.93
Haryana,Nuh,2019-07-01,Overall,358.66
Haryana,Nuh,2019-07-01,SS,51.43
Haryana,Nuh,2020-07-01,DL,14.0
Haryana,Nuh,2020-07-01,ECT,81.11
Haryana,Nuh,2020-07-01,GP,72.62
Haryana,Nuh,2020-07-01,IF,84.31
Haryana,Nuh,2020-07-01,Outcome,34.48
Haryana,Nuh,2020-07-01,Overall,352.23
Haryana,Nuh,2020-07-01,SS,65.71
Haryana,Nuh,2021-07-01,DL,18.0
Haryana,Nuh,2021-07-01,ECT,90.0
Haryana,Nuh,2021-07-01,GP,65.48
Haryana,Nuh,2021-07-01,IF,74.51
Haryana,Nuh,2021-07-01,Outcome,38.97
Haryana,Nuh,2021-07-01,Overall,338.39000000000004
Haryana,Nuh,2021-07-01,SS,51.43
Haryana,Palwal,2018-07-01,DL,26.0
Haryana,Palwal,2018-07-01,ECT,84.44
Haryana,Palwal,2018-07-01,GP,86.9
Haryana,Palwal,2018-07-01,IF,78.43
Haryana,Palwal,2018-07-01,Outcome,45.86
Haryana,Palwal,2018-07-01,Overall,393.06000000000006
Haryana,Palwal,2018-07-01,SS,71.43
Haryana,Palwal,2019-07-01,DL,28.0
Haryana,Palwal,2019-07-01,ECT,77.78
Haryana,Palwal,2019-07-01,GP,70.24
Haryana,Palwal,2019-07-01,IF,82.35
Haryana,Palwal,2019-07-01,Outcome,46.55
Haryana,Palwal,2019-07-01,Overall,376.35
Haryana,Palwal,2019-07-01,SS,71.43
Haryana,Palwal,2020-07-01,DL,24.0
Haryana,Palwal,2020-07-01,ECT,91.11
Haryana,Palwal,2020-07-01,GP,72.62
Haryana,Palwal,2020-07-01,IF,76.47
Haryana,Palwal,2020-07-01,Outcome,46.55
Haryana,Palwal,2020-07-01,Overall,353.61
Haryana,Palwal,2020-07-01,SS,42.86
Haryana,Palwal,2021-07-01,DL,24.0
Haryana,Palwal,2021-07-01,ECT,77.78
Haryana,Palwal,2021-07-01,GP,60.71
Haryana,Palwal,2021-07-01,IF,74.51
Haryana,Palwal,2021-07-01,Outcome,44.14
Haryana,Palwal,2021-07-01,Overall,318.28
Haryana,Palwal,2021-07-01,SS,37.14
Haryana,Panchkula,2018-07-01,DL,26.0
Haryana,Panchkula,2018-07-01,ECT,81.11
Haryana,Panchkula,2018-07-01,GP,82.14
Haryana,Panchkula,2018-07-01,IF,80.39
Haryana,Panchkula,2018-07-01,Outcome,49.66
Haryana,Panchkula,2018-07-01,Overall,379.3
Haryana,Panchkula,2018-07-01,SS,60.0
Haryana,Panchkula,2019-07-01,DL,30.0
Haryana,Panchkula,2019-07-01,ECT,81.11
Haryana,Panchkula,2019-07-01,GP,79.76
Haryana,Panchkula,2019-07-01,IF,86.27
Haryana,Panchkula,2019-07-01,Outcome,47.24
Haryana,Panchkula,2019-07-01,Overall,384.38
Haryana,Panchkula,2019-07-01,SS,60.0
Haryana,Panchkula,2020-07-01,DL,28.0
Haryana,Panchkula,2020-07-01,ECT,78.89
Haryana,Panchkula,2020-07-01,GP,76.19
Haryana,Panchkula,2020-07-01,IF,84.31
Haryana,Panchkula,2020-07-01,Outcome,48.62
Haryana,Panchkula,2020-07-01,Overall,387.44
Haryana,Panchkula,2020-07-01,SS,71.43
Haryana,Panchkula,2021-07-01,DL,30.0
Haryana,Panchkula,2021-07-01,ECT,83.33
Haryana,Panchkula,2021-07-01,GP,66.67
Haryana,Panchkula,2021-07-01,IF,58.82
Haryana,Panchkula,2021-07-01,Outcome,51.72
Haryana,Panchkula,2021-07-01,Overall,364.83
Haryana,Panchkula,2021-07-01,SS,74.29
Haryana,Panipat,2018-07-01,DL,34.0
Haryana,Panipat,2018-07-01,ECT,83.33
Haryana,Panipat,2018-07-01,GP,88.1
Haryana,Panipat,2018-07-01,IF,78.43
Haryana,Panipat,2018-07-01,Outcome,51.72
Haryana,Panipat,2018-07-01,Overall,375.58
Haryana,Panipat,2018-07-01,SS,40.0
Haryana,Panipat,2019-07-01,DL,38.0
Haryana,Panipat,2019-07-01,ECT,84.44
Haryana,Panipat,2019-07-01,GP,82.14
Haryana,Panipat,2019-07-01,IF,80.39
Haryana,Panipat,2019-07-01,Outcome,50.69
Haryana,Panipat,2019-07-01,Overall,375.66
Haryana,Panipat,2019-07-01,SS,40.0
Haryana,Panipat,2020-07-01,DL,32.0
Haryana,Panipat,2020-07-01,ECT,83.33
Haryana,Panipat,2020-07-01,GP,83.33
Haryana,Panipat,2020-07-01,IF,82.35
Haryana,Panipat,2020-07-01,Outcome,48.97
Haryana,Panipat,2020-07-01,Overall,389.98
Haryana,Panipat,2020-07-01,SS,60.0
Haryana,Panipat,2021-07-01,DL,34.0
Haryana,Panipat,2021-07-01,ECT,80.0
Haryana,Panipat,2021-07-01,GP,71.43
Haryana,Panipat,2021-07-01,IF,84.31
Haryana,Panipat,2021-07-01,Outcome,47.59
Haryana,Panipat,2021-07-01,Overall,360.19
Haryana,Panipat,2021-07-01,SS,42.86
Haryana,Rewari,2018-07-01,DL,26.0
Haryana,Rewari,2018-07-01,ECT,88.89
Haryana,Rewari,2018-07-01,GP,26.19
Haryana,Rewari,2018-07-01,IF,50.98
Haryana,Rewari,2018-07-01,Outcome,51.38
Haryana,Rewari,2018-07-01,Overall,320.58
Haryana,Rewari,2018-07-01,SS,77.14
Haryana,Rewari,2019-07-01,DL,32.0
Haryana,Rewari,2019-07-01,ECT,90.0
Haryana,Rewari,2019-07-01,GP,55.95
Haryana,Rewari,2019-07-01,IF,70.59
Haryana,Rewari,2019-07-01,Outcome,58.97
Haryana,Rewari,2019-07-01,Overall,384.65
Haryana,Rewari,2019-07-01,SS,77.14
Haryana,Rewari,2020-07-01,DL,30.0
Haryana,Rewari,2020-07-01,ECT,83.33
Haryana,Rewari,2020-07-01,GP,69.05
Haryana,Rewari,2020-07-01,IF,78.43
Haryana,Rewari,2020-07-01,Outcome,57.93
Haryana,Rewari,2020-07-01,Overall,361.6
Haryana,Rewari,2020-07-01,SS,42.86
Haryana,Rewari,2021-07-01,DL,30.0
Haryana,Rewari,2021-07-01,ECT,88.89
Haryana,Rewari,2021-07-01,GP,55.95
Haryana,Rewari,2021-07-01,IF,88.24
Haryana,Rewari,2021-07-01,Outcome,56.21
Haryana,Rewari,2021-07-01,Overall,390.72
Haryana,Rewari,2021-07-01,SS,71.43
Haryana,Rohtak,2018-07-01,DL,38.0
Haryana,Rohtak,2018-07-01,ECT,84.44
Haryana,Rohtak,2018-07-01,GP,82.14
Haryana,Rohtak,2018-07-01,IF,78.43
Haryana,Rohtak,2018-07-01,Outcome,52.76
Haryana,Rohtak,2018-07-01,Overall,395.77
Haryana,Rohtak,2018-07-01,SS,60.0
Haryana,Rohtak,2019-07-01,DL,42.0
Haryana,Rohtak,2019-07-01,ECT,85.56
Haryana,Rohtak,2019-07-01,GP,77.38
Haryana,Rohtak,2019-07-01,IF,86.27
Haryana,Rohtak,2019-07-01,Outcome,50.69
Haryana,Rohtak,2019-07-01,Overall,413.33
Haryana,Rohtak,2019-07-01,SS,71.43
Haryana,Rohtak,2020-07-01,DL,38.0
Haryana,Rohtak,2020-07-01,ECT,91.11
Haryana,Rohtak,2020-07-01,GP,82.14
Haryana,Rohtak,2020-07-01,IF,78.43
Haryana,Rohtak,2020-07-01,Outcome,53.1
Haryana,Rohtak,2020-07-01,Overall,414.21
Haryana,Rohtak,2020-07-01,SS,71.43
Haryana,Rohtak,2021-07-01,DL,40.0
Haryana,Rohtak,2021-07-01,ECT,88.89
Haryana,Rohtak,2021-07-01,GP,75.0
Haryana,Rohtak,2021-07-01,IF,72.55
Haryana,Rohtak,2021-07-01,Outcome,50.69
Haryana,Rohtak,2021-07-01,Overall,409.99
Haryana,Rohtak,2021-07-01,SS,82.86
Haryana,Sirsa,2018-07-01,DL,28.0
Haryana,Sirsa,2018-07-01,ECT,86.67
Haryana,Sirsa,2018-07-01,GP,75.0
Haryana,Sirsa,2018-07-01,IF,78.43
Haryana,Sirsa,2018-07-01,Outcome,53.79
Haryana,Sirsa,2018-07-01,Overall,379.03
Haryana,Sirsa,2018-07-01,SS,57.14
